car_name,yr_mfr,fuel_type,kms_run,sale_price,city,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,make,model,total_owners,original_price,car_rating,fitness_certificate
maruti swift dzire,2016,diesel,54013,417799,new delhi,sedan,manual,ldi opt,True,delhi,delhi,True,dl9c,maruti,swift dzire,1,Unknown,great,True
maruti swift dzire,2018,diesel,47014,444099,new delhi,sedan,Unknown,tour s diesel,True,new delhi,delhi,True,dl3c,maruti,swift dzire,1,468499.0,great,True
ford ecosport,2013,petrol,73316,393799,new delhi,suv,manual,1.0 ecoboost titanium opt,True,gurgaon,haryana,True,hr26,ford,ecosport,1,402766.0,great,True
hyundai elite i20,2017,petrol,45517,559799,new delhi,hatchback,manual,asta 1.2,True,delhi,delhi,True,dl8c,hyundai,elite i20,1,695732.0,great,True
maruti baleno,2019,petrol,25985,641399,new delhi,hatchback,manual,alpha 1.2 k12,True,gurgaon,haryana,True,hr26,maruti,baleno,1,653413.0,great,True
maruti swift dzire,2013,diesel,64867,350399,new delhi,sedan,manual,vdi bs iv,True,ghaziabad,uttar pradesh,True,up14,maruti,swift dzire,1,467157.0,great,True
maruti vitara brezza,2018,diesel,33729,731599,new delhi,suv,manual,vdi,True,goutam  budd  nagar,uttar pradesh,True,up16,maruti,vitara brezza,1,887710.0,great,True
ford ecosport,2017,diesel,39364,734099,new delhi,suv,Unknown,1.5 tdci titanium plus,True,delhi,delhi,True,dl10,ford,ecosport,1,781451.0,great,True
toyota etios liva,2017,diesel,89385,454199,new delhi,hatchback,manual,d 4d gd,True,noida,uttar pradesh,True,up16,toyota,etios liva,1,580980.0,great,True
toyota innova,2013,diesel,82595,628499,new delhi,suv,manual,2.5 vx 7 str bs iv,False,delhi,delhi,True,dl3c,toyota,innova,1,655864.0,great,True
maruti swift dzire,2010,petrol & cng,99765,222099,new delhi,sedan,manual,vxi,True,new delhi,delhi,True,dl9c,maruti,swift dzire,1,Unknown,great,True
volkswagen polo,2012,diesel,84236,225599,new delhi,hatchback,manual,trendline 1.2l diesel,True,delhi,delhi,True,dl8c,volkswagen,polo,1,Unknown,great,True
maruti celerio,2017,petrol,39200,323599,new delhi,hatchback,manual,vxi,True,delhi,delhi,True,dl3c,maruti,celerio,1,Unknown,great,True
isuzu d-max v cross,2017,diesel,43402,1081304,new delhi,suv,manual,4*4 mt,True,delhi,delhi,True,dl8c,isuzu,d-max v cross,2,1122792.0,great,True
maruti sx4,2010,petrol,81112,229699,new delhi,sedan,manual,zxi mt bs iv,True,delhi,delhi,True,dl3c,maruti,sx4,2,Unknown,good,True
hyundai elite i20,2016,diesel,72411,513599,new delhi,hatchback,manual,1.4 crdi asta (o),True,new delhi,delhi,True,dl12,hyundai,elite i20,1,515628.0,great,True
ford ecosport,2013,diesel,74194,421999,new delhi,suv,manual,1.5titanium tdci,True,delhi,delhi,True,dl7c,ford,ecosport,1,Unknown,great,True
audi q3,2015,diesel,69074,1355721,new delhi,luxury suv,automatic,30 tdi premium,True,delhi,delhi,True,dl2c,audi,q3,1,1399958.0,great,True
maruti vitara brezza,2018,diesel,13624,937499,new delhi,suv,automatic,zdi + amt,True,delhi,delhi,True,dl9c,maruti,vitara brezza,1,986672.0,great,True
maruti wagon r 1.0,2018,petrol,40835,409899,new delhi,hatchback,automatic,vxi amt,True,faridabad,haryana,True,hr87,maruti,wagon r 1.0,1,474891.0,great,True
maruti eeco,2018,petrol & cng,63042,351999,new delhi,suv,manual,5 str cng with ac plushtr,True,gurgaon,haryana,True,hr26,maruti,eeco,1,Unknown,great,True
tata tiago,2017,petrol,77229,311099,new delhi,hatchback,manual,xt 1.2 revotron,True,ghaziabad,uttar pradesh,True,up14,tata,tiago,1,389097.0,great,True
tata tiago,2016,petrol,75019,319399,new delhi,hatchback,manual,xz 1.2 revotron,True,delhi,delhi,True,dl10,tata,tiago,1,416745.0,great,True
honda city,2008,petrol,117873,235999,new delhi,sedan,manual,s mt petrol,True,delhi,delhi,True,dl4c,honda,city,1,Unknown,great,True
volkswagen jetta,2012,diesel,99476,373599,new delhi,sedan,manual,comfortline 2.0l tdi,True,gurgaon,haryana,True,hr26,volkswagen,jetta,3,380507.0,great,True
tata harrier,2019,diesel,14734,1416321,new delhi,suv,Unknown,xz 2.0l kryotec,True,gurgaon,haryana,True,hr26,tata,harrier,1,1784555.0,great,True
maruti swift,2016,petrol & cng,79199,370499,new delhi,hatchback,manual,vxi,True,delhi,delhi,True,dl8c,maruti,swift,1,460516.0,great,True
honda city,2009,petrol,76901,227899,new delhi,sedan,manual,s mt petrol,True,delhi,delhi,True,dl4c,honda,city,1,264950.0,great,True
maruti swift dzire,2012,diesel,98618,280699,new delhi,sedan,manual,vdi bs iv,True,new delhi,delhi,True,dl5c,maruti,swift dzire,1,353768.0,great,True
maruti eeco,2015,petrol & cng,62897,244699,new delhi,suv,manual,5 str cng with ac plushtr,True,delhi,delhi,True,dl6c,maruti,eeco,1,245430.0,great,True
maruti eeco,2018,petrol & cng,33401,327799,new delhi,suv,manual,5 str with ac plushtr,True,delhi,delhi,True,dl9c,maruti,eeco,2,Unknown,great,True
mahindra scorpio,2017,diesel,77547,1254317,new delhi,suv,manual,s11,True,faridabad,haryana,True,hr51,mahindra,scorpio,1,1502323.0,great,True
toyota corolla altis,2018,petrol,49769,1421573,new delhi,luxury sedan,automatic,vl at,True,new delhi,delhi,True,dl12,toyota,corolla altis,1,1471221.0,great,True
renault duster,2013,diesel,77490,339899,new delhi,suv,manual,rxl diesel 110,True,delhi,delhi,True,dl8c,renault,duster,2,436360.0,great,True
ford ecosport,2013,diesel,89966,381399,new delhi,suv,manual,1.5 ambiente tdci,True,new delhi,delhi,True,dl12,ford,ecosport,1,390254.0,great,True
mahindra scorpio,2015,diesel,75491,764899,new delhi,suv,Unknown,s10 7 str,True,delhi,delhi,True,dl1c,mahindra,scorpio,2,981984.0,great,True
ssangyong rexton,2013,diesel,75753,621299,new delhi,luxury suv,manual,rx7,True,ghaziabad,uttar pradesh,True,up14,ssangyong,rexton,1,763650.0,great,True
maruti alto 800,2018,petrol & cng,35911,292899,new delhi,hatchback,manual,lxi,True,faridabad,haryana,True,hr87,maruti,alto 800,1,353710.0,great,True
hyundai creta,2016,petrol,58031,788699,new delhi,suv,manual,1.6 s,True,delhi,delhi,True,dl6c,hyundai,creta,1,Unknown,great,True
hyundai grand i10,2013,diesel,82887,255799,new delhi,hatchback,manual,sportz 1.1 crdi,True,gurgaon,haryana,True,hr26,hyundai,grand i10,1,259000.0,good,True
maruti alto k10,2015,petrol & cng,60435,273499,new delhi,hatchback,manual,lxi cng,True,delhi,delhi,True,dl3c,maruti,alto k10,1,349422.0,great,True
honda city,2015,diesel,85492,515899,new delhi,sedan,manual,vx mt diesel,True,delhi,delhi,True,dl14,honda,city,2,659840.0,great,True
toyota fortuner,2014,diesel,47637,1357799,new delhi,luxury suv,automatic,3.0 at 4x2,True,new delhi,delhi,True,dl3c,toyota,fortuner,1,1456962.0,great,True
maruti swift dzire,2015,diesel,85270,383399,new delhi,sedan,Unknown,vdi abs,True,delhi,delhi,True,dl2c,maruti,swift dzire,1,398608.0,great,True
mahindra xuv500,2016,diesel,64051,986499,new delhi,luxury suv,automatic,w10 at,True,gurgaon,haryana,True,hr26,mahindra,xuv500,1,1028708.0,great,True
mahindra scorpio,2013,diesel,80007,434199,new delhi,suv,manual,vlx 2wd bs iv,True,delhi,delhi,True,dl1c,mahindra,scorpio,3,500678.0,great,True
maruti wagon r,2009,petrol & cng,90484,152599,new delhi,hatchback,manual,vxi bs iii,True,delhi,delhi,True,dl5c,maruti,wagon r,1,177318.0,good,True
mahindra scorpio,2017,diesel,65420,821799,new delhi,suv,manual,s6 plus,True,delhi,delhi,True,dl8c,mahindra,scorpio,1,1099781.0,great,True
hyundai creta,2019,diesel,22690,970799,new delhi,suv,Unknown,1.4 e plus crdi,True,delhi,delhi,True,dl8c,hyundai,creta,1,1023994.0,great,True
hyundai verna,2015,diesel,78370,493299,new delhi,sedan,manual,fluidic 1.4 crdi,True,delhi,delhi,True,dl8c,hyundai,verna,1,Unknown,great,True
maruti sx4,2008,petrol,147332,159999,new delhi,sedan,manual,vxi,True,noida,uttar pradesh,True,up16,maruti,sx4,1,Unknown,good,True
maruti ritz,2014,diesel,69662,247799,new delhi,hatchback,manual,ldi,True,delhi,delhi,True,dl2c,maruti,ritz,1,295938.0,great,True
hyundai i10,2010,petrol & cng,121377,173299,new delhi,hatchback,manual,magna 1.2 kappa2,False,delhi,delhi,True,dl4c,hyundai,i10,2,Unknown,good,True
toyota corolla altis,2011,petrol,97839,383199,new delhi,luxury sedan,Unknown,1.8 g,True,new delhi,delhi,True,dl4c,toyota,corolla altis,1,Unknown,great,True
hyundai verna,2013,diesel,85197,347999,new delhi,sedan,manual,fluidic 1.4 crdi,True,delhi,delhi,True,dl12,hyundai,verna,1,Unknown,great,True
maruti baleno,2017,petrol,66020,523599,new delhi,hatchback,manual,alpha 1.2 k12,True,noida,uttar pradesh,True,up16,maruti,baleno,1,650277.0,great,True
mahindra xuv500,2017,diesel,35948,1081001,new delhi,luxury suv,Unknown,w10 fwd,True,delhi,delhi,True,dl8c,mahindra,xuv500,1,1126763.0,great,True
renault duster,2012,diesel,108018,300799,new delhi,suv,manual,rxl plus diesel 85,False,new delhi,delhi,True,dl8c,renault,duster,1,305400.0,great,True
maruti swift,2010,petrol & cng,119723,209299,new delhi,hatchback,manual,vxi,True,delhi,delhi,True,dl8c,maruti,swift,1,239504.0,great,True
mahindra xuv500,2012,diesel,112936,421399,new delhi,luxury suv,manual,w6 4x2,True,gurgaon,haryana,True,hr26,mahindra,xuv500,1,Unknown,great,True
hyundai grand i10,2014,petrol & cng,69436,303199,new delhi,hatchback,manual,magna 1.2 kappa vtvt,True,new delhi,delhi,True,dl8c,hyundai,grand i10,2,Unknown,great,True
volkswagen polo,2015,diesel,77103,409099,new delhi,hatchback,manual,highline1.5l diesel,True,faridabad,haryana,True,hr51,volkswagen,polo,1,489583.0,great,True
toyota innova crysta,2018,diesel,75149,1489546,new delhi,suv,manual,2.4 vx 8 str,True,mahendragarh,haryana,True,hr34,toyota,innova crysta,1,1573768.0,great,True
hyundai i10,2013,petrol & cng,79966,261399,new delhi,hatchback,manual,magna 1.1 irde2,True,faridabad,haryana,True,hr29,hyundai,i10,3,266917.0,good,True
honda city,2016,petrol,83764,623899,new delhi,sedan,automatic,sv cvt petrol,True,gurgaon,haryana,True,hr26,honda,city,1,626932.0,great,True
ford ecosport,2015,diesel,67599,509899,new delhi,suv,manual,1.5titanium tdci,True,ghaziabad,uttar pradesh,True,up14,ford,ecosport,1,605700.0,great,True
maruti swift,2019,petrol,359904,517999,new delhi,hatchback,manual,vxi,True,delhi,delhi,True,dl6c,maruti,swift,1,542305.0,great,True
mahindra xuv500,2012,diesel,100724,421699,new delhi,luxury suv,manual,w8 fwd,True,delhi,delhi,True,dl12,mahindra,xuv500,1,Unknown,great,True
maruti vitara brezza,2019,diesel,45655,886999,new delhi,suv,Unknown,zdi+ dual tone amt,True,new delhi,delhi,True,dl9c,maruti,vitara brezza,1,907001.0,great,True
honda city,2010,petrol & cng,127811,328499,new delhi,sedan,manual,s mt petrol,True,faridabad,haryana,True,hr51,honda,city,3,Unknown,good,True
maruti swift,2013,diesel,109717,310399,new delhi,hatchback,manual,vdi,False,gurgaon,haryana,True,hr26,maruti,swift,1,317297.0,great,True
maruti swift,2018,petrol & cng,94628,492299,new delhi,hatchback,automatic,vxi amt,True,delhi,delhi,True,dl1c,maruti,swift,1,504737.0,great,True
honda amaze,2014,diesel,120936,282099,new delhi,sedan,manual,1.5 emt i dtec,True,delhi,delhi,True,dl1c,honda,amaze,1,Unknown,great,True
maruti eeco,2016,petrol & cng,107140,259099,new delhi,suv,Unknown,5 str with ac plus htr,True,new delhi,delhi,True,dl1c,maruti,eeco,1,Unknown,great,True
nissan sunny,2012,petrol,124694,262199,new delhi,sedan,manual,xl petrol,True,delhi,delhi,True,dl8c,nissan,sunny,1,290512.0,great,True
volkswagen polo,2015,petrol,106450,417099,new delhi,hatchback,automatic,gt tsi 1.2 petrol at,True,delhi,delhi,True,dl3c,volkswagen,polo,1,610952.0,great,True
hyundai elite i20,2015,diesel,89773,439799,new delhi,hatchback,manual,magna 1.4 crdi,True,gurgaon,haryana,True,hr26,hyundai,elite i20,1,Unknown,great,True
mahindra quanto,2013,diesel,109487,218099,new delhi,suv,manual,c8,True,delhi west,delhi,True,dl4c,mahindra,quanto,1,290448.0,great,True
skoda laura,2011,diesel,187692,267599,new delhi,luxury sedan,automatic,elegance 2.0 tdi cr at,True,faridabad,haryana,True,hr51,skoda,laura,3,328772.0,great,True
maruti swift,2008,petrol,137444,163499,new delhi,hatchback,manual,lxi 1.3,True,delhi,delhi,True,dl2c,maruti,swift,1,218090.0,great,True
chevrolet cruze,2013,diesel,91254,496999,new delhi,luxury sedan,manual,ltz,True,ghaziabad,uttar pradesh,True,up14,chevrolet,cruze,1,599512.0,great,True
maruti ciaz,2016,diesel,117271,467799,new delhi,sedan,manual,vdi+ shvs,True,delhi,delhi,True,dl8c,maruti,ciaz,1,480093.0,great,True
renault duster,2013,diesel,117200,362499,new delhi,suv,manual,110 ps rxz diesel plus,True,delhi,delhi,True,dl13,renault,duster,1,421197.0,great,True
honda amaze,2013,diesel,109491,282299,new delhi,sedan,manual,1.5 smt i dtec,True,delhi,delhi,True,dl4c,honda,amaze,2,Unknown,good,True
toyota fortuner,2015,diesel,115431,1561963,new delhi,luxury suv,automatic,3.0 at 4x2,True,delhi,delhi,True,dl14,toyota,fortuner,1,Unknown,great,True
honda amaze,2014,petrol,118303,322299,new delhi,sedan,manual,1.2 smt i vtec,True,delhi,delhi,True,dl3c,honda,amaze,1,Unknown,great,True
toyota fortuner,2015,diesel,94771,1651348,new delhi,luxury suv,automatic,3.0 at 4x4,True,faridabad,haryana,True,hr51,toyota,fortuner,2,1722273.0,great,True
toyota fortuner,2013,diesel,97330,1018684,new delhi,luxury suv,manual,3.0 mt 4x2,True,delhi,delhi,True,dl9c,toyota,fortuner,2,1039500.0,great,True
mercedes benz e class,2014,diesel,93852,1560852,new delhi,luxury sedan,manual,e 250 cdi classic,True,gurgaon,haryana,True,hr26,mercedes benz,e class,1,1608500.0,great,True
honda city,2010,petrol,186529,282499,new delhi,sedan,manual,v mt petrol,True,delhi,delhi,True,dl3c,honda,city,1,Unknown,great,True
maruti sx4,2012,petrol & cng,210068,194299,new delhi,sedan,manual,vxi cng,True,noida,uttar pradesh,True,up16,maruti,sx4,2,225275.0,great,True
isuzu mu-7,2014,diesel,92819,687799,new delhi,luxury suv,manual,high 4x2 mt,True,gurgaon,haryana,True,hr26,isuzu,mu-7,2,710194.0,great,True
mahindra xuv500,2015,diesel,100188,809799,new delhi,luxury suv,manual,w10,True,gurgaon,haryana,True,hr26,mahindra,xuv500,2,844206.0,great,True
toyota corolla altis,2009,petrol,186440,221099,new delhi,luxury sedan,Unknown,1.8 g,True,gurgaon,haryana,True,hr26,toyota,corolla altis,1,221174.0,great,True
maruti wagon r 1.0,2013,petrol & cng,206644,239299,new delhi,hatchback,manual,lxi cng,True,delhi,delhi,True,dl5c,maruti,wagon r 1.0,1,Unknown,great,True
hyundai santa fe,2014,diesel,127205,902099,new delhi,luxury suv,automatic,4wd at,True,gurgaon,haryana,True,hr26,hyundai,santa fe,1,Unknown,great,True
maruti sx4,2012,petrol,125491,239899,new delhi,sedan,manual,vxi,True,delhi,delhi,True,dl4c,maruti,sx4,1,254544.0,good,True
toyota fortuner,2012,diesel,66958,1066499,new delhi,luxury suv,manual,3.0 mt 4x4,True,delhi,delhi,True,dl7c,toyota,fortuner,1,1369834.0,great,True
maruti wagon r 1.0,2013,petrol,127524,226599,new delhi,hatchback,manual,lxi,True,delhi,delhi,True,dl7c,maruti,wagon r 1.0,1,Unknown,great,True
maruti swift,2012,diesel,141954,260499,new delhi,hatchback,manual,vdi,True,noida,uttar pradesh,True,up16,maruti,swift,1,338436.0,great,True
maruti swift,2012,diesel,140967,301099,new delhi,hatchback,manual,zdi,True,delhi,delhi,True,dl12,maruti,swift,1,386921.0,great,True
toyota corolla altis,2009,petrol,167705,232799,new delhi,luxury sedan,manual,g,True,delhi,delhi,True,dl4c,toyota,corolla altis,1,Unknown,great,True
toyota fortuner,2012,diesel,138612,1048176,new delhi,luxury suv,manual,3.0 mt 4x4,True,delhi,delhi,True,dl10,toyota,fortuner,2,1057482.0,great,True
hyundai verna,2014,diesel,137989,382099,new delhi,sedan,automatic,fluidic 1.6 crdi sx at,True,delhi west,delhi,True,dl10,hyundai,verna,1,Unknown,great,True
mahindra xuv500,2016,diesel,156533,795199,new delhi,luxury suv,Unknown,w10 fwd,True,delhi,delhi,True,dl7c,mahindra,xuv500,1,835758.0,great,True
toyota fortuner,2013,diesel,132477,1101807,new delhi,luxury suv,automatic,3.0 at 4x2,True,noida,uttar pradesh,True,up16,toyota,fortuner,2,Unknown,great,True
toyota fortuner,2013,diesel,118203,1104635,new delhi,luxury suv,automatic,3.0 at 4x2,True,new delhi,delhi,True,dl9c,toyota,fortuner,3,Unknown,great,True
maruti wagon r 1.0,2015,petrol,223583,210199,new delhi,hatchback,manual,lxi,False,delhi,delhi,True,dl2c,maruti,wagon r 1.0,1,265804.0,great,True
hyundai verna,2013,diesel,39887,381000,new delhi,sedan,manual,fluidic 1.6 ex crdi,True,new delhi,delhi,False,dl8c,hyundai,verna,1,Unknown,great,True
hyundai i10,2010,petrol,67713,130000,new delhi,hatchback,manual,era,False,delhi,delhi,False,dl8c,hyundai,i10,1,Unknown,great,True
chevrolet beat,2013,diesel,85246,125567,new delhi,hatchback,manual,ls diesel,True,gurgaon,haryana,False,hr26,chevrolet,beat,1,Unknown,great,False
ford ecosport,2014,diesel,60198,435000,new delhi,suv,manual,1.5titanium tdci,False,delhi,delhi,False,dl10,ford,ecosport,1,Unknown,great,True
hyundai santro xing,2011,petrol & cng,98873,133815,new delhi,hatchback,manual,gls,True,new delhi,delhi,False,dl10,hyundai,santro xing,2,Unknown,great,Unknown
hyundai creta,2016,diesel,21788,865000,new delhi,suv,Unknown,1.4 e plus crdi,False,delhi,delhi,False,dl10,hyundai,creta,1,Unknown,great,True
hyundai verna,2010,petrol,43470,285000,new delhi,sedan,manual,i,False,new delhi,delhi,False,dl3c,hyundai,verna,2,305000.0,great,True
volkswagen polo,2015,petrol,52108,425000,new delhi,hatchback,manual,highline1.2l petrol,False,gurgaon,haryana,False,hr26,volkswagen,polo,2,Unknown,great,True
honda city,2012,petrol,84063,390000,new delhi,sedan,manual,v mt petrol,False,new delhi,delhi,False,dl7c,honda,city,2,410000.0,great,True
volkswagen polo,2010,petrol,69613,250000,new delhi,hatchback,manual,comfortline 1.2l petrol,False,delhi,delhi,False,dl3c,volkswagen,polo,2,Unknown,great,True
maruti swift,2013,diesel,80766,340000,new delhi,hatchback,manual,vdi,False,new delhi,delhi,False,dl9c,maruti,swift,1,Unknown,great,True
volkswagen polo,2011,petrol,72705,275000,new delhi,hatchback,manual,trendline 1.2l petrol,False,delhi,delhi,False,dl7c,volkswagen,polo,1,Unknown,great,True
maruti a star,2012,petrol,67384,260000,new delhi,hatchback,automatic,vxi abs at,False,noida,uttar pradesh,False,up16,maruti,a star,2,Unknown,great,True
renault scala,2013,diesel,65674,420000,new delhi,sedan,manual,rxz,False,new delhi,delhi,False,dl8c,renault,scala,1,Unknown,great,True
toyota etios liva,2019,petrol,22570,625000,new delhi,hatchback,Unknown,vx dual tone,False,noida,uttar pradesh,False,up16,toyota,etios liva,1,645000.0,great,True
maruti new  wagon-r,2020,petrol & cng,8518,519799,new delhi,Unknown,Unknown,lxi cng 1.0 l,True,palwal,haryana,True,hr30,maruti,new  wagon-r,1,535999.0,great,True
maruti baleno,2020,petrol,8563,547399,new delhi,hatchback,manual,sigma 1.2 k12,True,delhi,delhi,True,dl2c,maruti,baleno,1,550099.0,great,True
hyundai eon,2012,petrol,23981,190899,new delhi,hatchback,manual,d lite plus,True,delhi,delhi,True,dl8c,hyundai,eon,1,Unknown,great,True
datsun redi go,2017,petrol,14559,219999,new delhi,hatchback,manual,t (o),True,delhi,delhi,True,dl8c,datsun,redi go,1,Unknown,great,True
mahindra tuv300,2016,diesel,99337,625000,new delhi,suv,automatic,t8 at,False,new delhi,delhi,False,dl7c,mahindra,tuv300,1,645000.0,great,True
hyundai elite i20,2015,petrol,32048,441799,new delhi,hatchback,manual,magna 1.2,True,new delhi,delhi,True,dl4c,hyundai,elite i20,1,459633.0,great,True
audi a4,2014,diesel,95959,1350000,new delhi,luxury sedan,automatic,2.0 tdi 174bhp prm plus,False,gurgaon,haryana,False,hr26,audi,a4,2,Unknown,great,True
honda amaze,2013,diesel,80246,350000,new delhi,sedan,manual,1.5 smt i dtec,False,noida,uttar pradesh,False,up16,honda,amaze,1,Unknown,great,True
maruti swift,2011,petrol & cng,73109,238093,new delhi,hatchback,manual,vxi,False,new delhi,delhi,True,dl5c,maruti,swift,2,Unknown,great,False
hyundai grand i10,2017,petrol,27050,406199,new delhi,hatchback,manual,magna 1.2 vtvt,True,new delhi,delhi,True,dl10,hyundai,grand i10,1,526700.0,great,True
maruti alto,2011,petrol,41402,143299,new delhi,hatchback,manual,lxi,True,new delhi,delhi,True,dl6c,maruti,alto,1,195929.0,great,True
honda accord,2010,petrol,103337,375000,new delhi,sedan,manual,2.4 mt,False,goutam  budd  nagar,uttar pradesh,False,up16,honda,accord,2,395000.0,great,True
honda mobilio,2014,petrol,41962,430699,new delhi,suv,manual,1.5 v i vtec,True,new delhi,delhi,True,dl3c,honda,mobilio,2,Unknown,great,True
honda civic,2010,petrol,44586,314999,new delhi,sedan,manual,1.8v mt,False,gurgaon,haryana,True,hr26,honda,civic,1,331499.0,great,True
ford ecosport,2016,petrol & cng,33936,595899,new delhi,suv,manual,1.5 titanium ti vct,True,delhi,delhi,True,dl10,ford,ecosport,2,626937.0,great,True
ford ecosport,2018,petrol,14253,817099,new delhi,suv,manual,1.5 titanium ti vct,True,delhi,delhi,True,dl10,ford,ecosport,1,833399.0,great,True
honda amaze,2013,diesel,56121,305699,new delhi,sedan,manual,1.5 smt i dtec,True,gurgaon,haryana,True,hr26,honda,amaze,1,Unknown,great,True
maruti s cross,2020,petrol,7361,908999,new delhi,suv,Unknown,zeta shvs petrol,True,delhi,delhi,True,dl7c,maruti,s cross,1,1109686.0,great,True
skoda fabia,2011,petrol,50501,201199,new delhi,hatchback,manual,ambiente 1.2 mpi,True,delhi,delhi,True,dl2c,skoda,fabia,1,Unknown,good,True
tata harrier,2019,diesel,25706,1354206,new delhi,suv,Unknown,xz 2.0l kryotec,True,gurgaon,haryana,True,hr26,tata,harrier,1,Unknown,great,True
maruti vitara brezza,2019,diesel,8091,907599,new delhi,suv,automatic,zdi + amt,True,ghaziabad,uttar pradesh,True,up14,maruti,vitara brezza,1,957863.0,great,True
toyota corolla altis,2012,petrol,83602,562000,new delhi,luxury sedan,manual,g,False,delhi,delhi,True,dl3c,toyota,corolla altis,1,Unknown,great,True
maruti eeco,2019,petrol & cng,32710,340499,new delhi,suv,manual,7 str,True,delhi,delhi,True,dl5c,maruti,eeco,1,418856.0,great,True
toyota fortuner,2018,diesel,71824,2585899,new delhi,luxury suv,automatic,2.8 4x2 at,True,delhi,delhi,True,dl8c,toyota,fortuner,2,2735827.0,great,True
maruti swift,2006,petrol,80391,70000,new delhi,hatchback,manual,lxi 1.3,True,faridabad,haryana,False,hr51,maruti,swift,2,Unknown,good,False
maruti celerio,2016,petrol & cng,73995,360999,new delhi,hatchback,manual,vxi cng,True,delhi,delhi,True,dl5c,maruti,celerio,1,Unknown,great,True
renault kwid,2016,petrol,32567,200000,new delhi,hatchback,manual,rxt,False,new delhi,delhi,False,dl8c,renault,kwid,1,Unknown,great,True
skoda yeti,2012,diesel,143322,321099,new delhi,luxury suv,manual,ambition 2.0 tdi 4x2,True,faridabad,haryana,True,hr51,skoda,yeti,1,Unknown,great,True
maruti alto,2012,petrol & cng,58120,130000,new delhi,hatchback,manual,lxi cng,True,delhi,delhi,False,dl8c,maruti,alto,2,Unknown,great,True
maruti swift dzire,2013,petrol,39695,0,new delhi,sedan,manual,vxi 1.2 bs iv,True,new delhi,delhi,False,dl2c,maruti,swift dzire,1,Unknown,great,Unknown
maruti swift dzire,2013,petrol,39696,0,new delhi,sedan,manual,vxi 1.2 bs iv,True,delhi,delhi,False,dl2c,maruti,swift dzire,1,Unknown,great,Unknown
maruti swift,2009,petrol,135379,150000,new delhi,hatchback,manual,lxi 1.3,True,new delhi,delhi,False,dl9c,maruti,swift,1,Unknown,fair,True
hyundai santro xing,2006,petrol,114440,55000,new delhi,hatchback,manual,xo erlx euro iii,False,delhi,delhi,False,dl2c,hyundai,santro xing,1,Unknown,great,False
maruti alto,2010,petrol & cng,65252,165000,new delhi,hatchback,manual,lxi,False,gurgaon,haryana,False,hr26,maruti,alto,1,Unknown,great,True
maruti wagon r 1.0,2016,petrol & cng,76112,300000,new delhi,hatchback,manual,lxi cng,False,delhi,delhi,False,dl6c,maruti,wagon r 1.0,1,Unknown,great,True
maruti s cross,2016,diesel,36434,650000,new delhi,suv,manual,delta 1.3,False,delhi,delhi,False,dl10,maruti,s cross,1,Unknown,great,True
maruti alto,2010,petrol & cng,78239,150000,new delhi,hatchback,manual,lxi,False,gurgaon,haryana,False,hr26,maruti,alto,1,Unknown,overpriced,True
nissan micra,2010,petrol,77761,140000,new delhi,hatchback,manual,xl petrol,False,gurgaon,haryana,False,hr26,nissan,micra,2,Unknown,overpriced,True
hyundai grand i10,2015,petrol,55192,0,new delhi,hatchback,manual,magna 1.2 vtvt,True,delhi,delhi,False,dl7c,hyundai,grand i10,2,Unknown,great,Unknown
honda city,2006,petrol,69000,110000,new delhi,Unknown,Unknown,vtec,False,Unknown,Unknown,False,dl4c,honda,city,2,Unknown,Unknown,Unknown
hyundai santro xing,2007,petrol & cng,104515,41000,new delhi,hatchback,manual,xo erlx euro iii,False,delhi,delhi,False,dl8c,hyundai,santro xing,4,Unknown,great,False
toyota innova,2011,diesel,148274,427500,new delhi,suv,manual,2.5 g4 8 str,True,delhi,delhi,False,dl4c,toyota,innova,1,450000.0,great,False
hyundai elite i20,2015,petrol,43317,410000,new delhi,hatchback,manual,magna 1.2,False,new delhi,delhi,False,dl8c,hyundai,elite i20,1,Unknown,great,True
ford ecosport,2014,diesel,82183,415000,new delhi,suv,manual,1.5 trend tdci,False,gurgaon,haryana,False,hr72,ford,ecosport,1,Unknown,great,True
hyundai eon,2013,petrol,74079,180000,new delhi,hatchback,manual,era plus,True,delhi,delhi,False,dl8c,hyundai,eon,2,Unknown,fair,True
maruti dzire,2018,diesel,57022,540000,new delhi,sedan,manual,vdi,True,delhi,delhi,False,dl9c,maruti,dzire,1,Unknown,great,True
maruti wagon r,2008,petrol,66173,82000,new delhi,hatchback,manual,lxi minor,False,delhi,delhi,False,dl9c,maruti,wagon r,1,Unknown,good,False
maruti vitara brezza,2016,diesel,37310,603000,new delhi,suv,manual,ldi opt,True,new delhi,delhi,False,dl4c,maruti,vitara brezza,1,Unknown,great,True
hyundai grand i10,2017,diesel,48000,350000,new delhi,hatchback,manual,magna 1.2 crdi,True,delhi,delhi,False,dl7c,hyundai,grand i10,1,Unknown,great,True
ford ecosport,2013,diesel,38344,325000,new delhi,suv,manual,1.5 trend tdci,True,new delhi,delhi,False,dl10,ford,ecosport,2,Unknown,great,True
honda amaze,2015,petrol & cng,32360,375000,new delhi,sedan,manual,1.2 smt i vtec,True,new delhi,delhi,False,dl1c,honda,amaze,1,Unknown,good,True
